GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ADKWE001,NAME_M,ADKWM001
"G44000300201021","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020102","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030201021",,,"Block Group 1, Census Tract 201.02, Kent County, Rhode Island",1719,"Block Group 1, Census Tract 201.02, Kent County, Rhode Island",290
"G44000300201022","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020102","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030201022",,,"Block Group 2, Census Tract 201.02, Kent County, Rhode Island",1368,"Block Group 2, Census Tract 201.02, Kent County, Rhode Island",392
"G44000300201023","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020102","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030201023",,,"Block Group 3, Census Tract 201.02, Kent County, Rhode Island",1933,"Block Group 3, Census Tract 201.02, Kent County, Rhode Island",435
"G44000300202001","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030202001",,,"Block Group 1, Census Tract 202, Kent County, Rhode Island",1980,"Block Group 1, Census Tract 202, Kent County, Rhode Island",371
"G44000300202002","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030202002",,,"Block Group 2, Census Tract 202, Kent County, Rhode Island",1222,"Block Group 2, Census Tract 202, Kent County, Rhode Island",363
"G44000300202003","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020200","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030202003",,,"Block Group 3, Census Tract 202, Kent County, Rhode Island",1522,"Block Group 3, Census Tract 202, Kent County, Rhode Island",343
"G44000300203001","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030203001",,,"Block Group 1, Census Tract 203, Kent County, Rhode Island",902,"Block Group 1, Census Tract 203, Kent County, Rhode Island",380
"G44000300203002","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030203002",,,"Block Group 2, Census Tract 203, Kent County, Rhode Island",1225,"Block Group 2, Census Tract 203, Kent County, Rhode Island",321
"G44000300203003","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030203003",,,"Block Group 3, Census Tract 203, Kent County, Rhode Island",1686,"Block Group 3, Census Tract 203, Kent County, Rhode Island",566
"G44000300203004","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020300","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030203004",,,"Block Group 4, Census Tract 203, Kent County, Rhode Island",923,"Block Group 4, Census Tract 203, Kent County, Rhode Island",329
"G44000300203005","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020300","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030203005",,,"Block Group 5, Census Tract 203, Kent County, Rhode Island",1186,"Block Group 5, Census Tract 203, Kent County, Rhode Island",519
"G44000300204001","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030204001",,,"Block Group 1, Census Tract 204, Kent County, Rhode Island",385,"Block Group 1, Census Tract 204, Kent County, Rhode Island",112
"G44000300204002","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030204002",,,"Block Group 2, Census Tract 204, Kent County, Rhode Island",803,"Block Group 2, Census Tract 204, Kent County, Rhode Island",228
"G44000300204003","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030204003",,,"Block Group 3, Census Tract 204, Kent County, Rhode Island",1398,"Block Group 3, Census Tract 204, Kent County, Rhode Island",322
"G44000300205001","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030205001",,,"Block Group 1, Census Tract 205, Kent County, Rhode Island",1226,"Block Group 1, Census Tract 205, Kent County, Rhode Island",240
"G44000300205002","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030205002",,,"Block Group 2, Census Tract 205, Kent County, Rhode Island",2248,"Block Group 2, Census Tract 205, Kent County, Rhode Island",359
"G44000300205003","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030205003",,,"Block Group 3, Census Tract 205, Kent County, Rhode Island",863,"Block Group 3, Census Tract 205, Kent County, Rhode Island",270
"G44000300206011","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020601","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206011",,,"Block Group 1, Census Tract 206.01, Kent County, Rhode Island",1018,"Block Group 1, Census Tract 206.01, Kent County, Rhode Island",336
"G44000300206012","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020601","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206012",,,"Block Group 2, Census Tract 206.01, Kent County, Rhode Island",1672,"Block Group 2, Census Tract 206.01, Kent County, Rhode Island",347
"G44000300206013","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020601","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206013",,,"Block Group 3, Census Tract 206.01, Kent County, Rhode Island",1182,"Block Group 3, Census Tract 206.01, Kent County, Rhode Island",333
"G44000300206014","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020601","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206014",,,"Block Group 4, Census Tract 206.01, Kent County, Rhode Island",2495,"Block Group 4, Census Tract 206.01, Kent County, Rhode Island",387
"G44000300206021","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020602","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206021",,,"Block Group 1, Census Tract 206.02, Kent County, Rhode Island",1833,"Block Group 1, Census Tract 206.02, Kent County, Rhode Island",408
"G44000300206022","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020602","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206022",,,"Block Group 2, Census Tract 206.02, Kent County, Rhode Island",1498,"Block Group 2, Census Tract 206.02, Kent County, Rhode Island",225
"G44000300206031","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020603","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206031",,,"Block Group 1, Census Tract 206.03, Kent County, Rhode Island",2592,"Block Group 1, Census Tract 206.03, Kent County, Rhode Island",375
"G44000300206032","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020603","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206032",,,"Block Group 2, Census Tract 206.03, Kent County, Rhode Island",847,"Block Group 2, Census Tract 206.03, Kent County, Rhode Island",258
"G44000300206033","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020603","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206033",,,"Block Group 3, Census Tract 206.03, Kent County, Rhode Island",2850,"Block Group 3, Census Tract 206.03, Kent County, Rhode Island",360
"G44000300206041","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020604","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206041",,,"Block Group 1, Census Tract 206.04, Kent County, Rhode Island",1883,"Block Group 1, Census Tract 206.04, Kent County, Rhode Island",463
"G44000300206042","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020604","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206042",,,"Block Group 2, Census Tract 206.04, Kent County, Rhode Island",1359,"Block Group 2, Census Tract 206.04, Kent County, Rhode Island",380
"G44000300206043","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020604","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206043",,,"Block Group 3, Census Tract 206.04, Kent County, Rhode Island",2288,"Block Group 3, Census Tract 206.04, Kent County, Rhode Island",402
"G44000300207011","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020701","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030207011",,,"Block Group 1, Census Tract 207.01, Kent County, Rhode Island",1893,"Block Group 1, Census Tract 207.01, Kent County, Rhode Island",117
"G44000300207021","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020702","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030207021",,,"Block Group 1, Census Tract 207.02, Kent County, Rhode Island",1655,"Block Group 1, Census Tract 207.02, Kent County, Rhode Island",279
"G44000300207022","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020702","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030207022",,,"Block Group 2, Census Tract 207.02, Kent County, Rhode Island",3047,"Block Group 2, Census Tract 207.02, Kent County, Rhode Island",343
"G44000300207031","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020703","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030207031",,,"Block Group 1, Census Tract 207.03, Kent County, Rhode Island",2993,"Block Group 1, Census Tract 207.03, Kent County, Rhode Island",585
"G44000300207032","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020703","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030207032",,,"Block Group 2, Census Tract 207.03, Kent County, Rhode Island",965,"Block Group 2, Census Tract 207.03, Kent County, Rhode Island",289
"G44000300207033","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020703","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030207033",,,"Block Group 3, Census Tract 207.03, Kent County, Rhode Island",2911,"Block Group 3, Census Tract 207.03, Kent County, Rhode Island",506
"G44000300208001","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030208001",,,"Block Group 1, Census Tract 208, Kent County, Rhode Island",1534,"Block Group 1, Census Tract 208, Kent County, Rhode Island",359
"G44000300208002","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030208002",,,"Block Group 2, Census Tract 208, Kent County, Rhode Island",2056,"Block Group 2, Census Tract 208, Kent County, Rhode Island",408
"G44000300208003","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020800","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030208003",,,"Block Group 3, Census Tract 208, Kent County, Rhode Island",2527,"Block Group 3, Census Tract 208, Kent County, Rhode Island",400
"G44000300209011","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020901","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030209011",,,"Block Group 1, Census Tract 209.01, Kent County, Rhode Island",1494,"Block Group 1, Census Tract 209.01, Kent County, Rhode Island",263
"G44000300209012","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020901","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030209012",,,"Block Group 2, Census Tract 209.01, Kent County, Rhode Island",649,"Block Group 2, Census Tract 209.01, Kent County, Rhode Island",170
"G44000300209013","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020901","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030209013",,,"Block Group 3, Census Tract 209.01, Kent County, Rhode Island",654,"Block Group 3, Census Tract 209.01, Kent County, Rhode Island",173
"G44000300209014","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020901","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030209014",,,"Block Group 4, Census Tract 209.01, Kent County, Rhode Island",796,"Block Group 4, Census Tract 209.01, Kent County, Rhode Island",157
"G44000300209031","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020903","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030209031",,,"Block Group 1, Census Tract 209.03, Kent County, Rhode Island",2246,"Block Group 1, Census Tract 209.03, Kent County, Rhode Island",361
"G44000300209032","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020903","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030209032",,,"Block Group 2, Census Tract 209.03, Kent County, Rhode Island",1199,"Block Group 2, Census Tract 209.03, Kent County, Rhode Island",286
"G44000300209033","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020903","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030209033",,,"Block Group 3, Census Tract 209.03, Kent County, Rhode Island",2500,"Block Group 3, Census Tract 209.03, Kent County, Rhode Island",424
"G44000300209041","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020904","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030209041",,,"Block Group 1, Census Tract 209.04, Kent County, Rhode Island",1864,"Block Group 1, Census Tract 209.04, Kent County, Rhode Island",253
"G44000300209042","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"020904","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030209042",,,"Block Group 2, Census Tract 209.04, Kent County, Rhode Island",1712,"Block Group 2, Census Tract 209.04, Kent County, Rhode Island",260
"G44000300210011","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021001","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030210011",,,"Block Group 1, Census Tract 210.01, Kent County, Rhode Island",1312,"Block Group 1, Census Tract 210.01, Kent County, Rhode Island",273
"G44000300210012","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021001","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030210012",,,"Block Group 2, Census Tract 210.01, Kent County, Rhode Island",1422,"Block Group 2, Census Tract 210.01, Kent County, Rhode Island",267
"G44000300210021","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021002","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030210021",,,"Block Group 1, Census Tract 210.02, Kent County, Rhode Island",1820,"Block Group 1, Census Tract 210.02, Kent County, Rhode Island",338
"G44000300210022","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021002","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030210022",,,"Block Group 2, Census Tract 210.02, Kent County, Rhode Island",1346,"Block Group 2, Census Tract 210.02, Kent County, Rhode Island",273
"G44000300210023","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021002","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030210023",,,"Block Group 3, Census Tract 210.02, Kent County, Rhode Island",406,"Block Group 3, Census Tract 210.02, Kent County, Rhode Island",186
"G44000300210024","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021002","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030210024",,,"Block Group 4, Census Tract 210.02, Kent County, Rhode Island",1479,"Block Group 4, Census Tract 210.02, Kent County, Rhode Island",259
"G44000300211001","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030211001",,,"Block Group 1, Census Tract 211, Kent County, Rhode Island",1979,"Block Group 1, Census Tract 211, Kent County, Rhode Island",379
"G44000300211002","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030211002",,,"Block Group 2, Census Tract 211, Kent County, Rhode Island",1147,"Block Group 2, Census Tract 211, Kent County, Rhode Island",296
"G44000300211003","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030211003",,,"Block Group 3, Census Tract 211, Kent County, Rhode Island",1076,"Block Group 3, Census Tract 211, Kent County, Rhode Island",312
"G44000300211004","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021100","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030211004",,,"Block Group 4, Census Tract 211, Kent County, Rhode Island",645,"Block Group 4, Census Tract 211, Kent County, Rhode Island",345
"G44000300212001","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030212001",,,"Block Group 1, Census Tract 212, Kent County, Rhode Island",859,"Block Group 1, Census Tract 212, Kent County, Rhode Island",144
"G44000300212002","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030212002",,,"Block Group 2, Census Tract 212, Kent County, Rhode Island",1485,"Block Group 2, Census Tract 212, Kent County, Rhode Island",244
"G44000300212003","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021200","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030212003",,,"Block Group 3, Census Tract 212, Kent County, Rhode Island",1232,"Block Group 3, Census Tract 212, Kent County, Rhode Island",274
"G44000300213001","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030213001",,,"Block Group 1, Census Tract 213, Kent County, Rhode Island",1200,"Block Group 1, Census Tract 213, Kent County, Rhode Island",351
"G44000300213002","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030213002",,,"Block Group 2, Census Tract 213, Kent County, Rhode Island",1619,"Block Group 2, Census Tract 213, Kent County, Rhode Island",285
"G44000300213003","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030213003",,,"Block Group 3, Census Tract 213, Kent County, Rhode Island",858,"Block Group 3, Census Tract 213, Kent County, Rhode Island",236
"G44000300213004","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021300","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030213004",,,"Block Group 4, Census Tract 213, Kent County, Rhode Island",1125,"Block Group 4, Census Tract 213, Kent County, Rhode Island",274
"G44000300214011","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021401","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214011",,,"Block Group 1, Census Tract 214.01, Kent County, Rhode Island",1943,"Block Group 1, Census Tract 214.01, Kent County, Rhode Island",238
"G44000300214012","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021401","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214012",,,"Block Group 2, Census Tract 214.01, Kent County, Rhode Island",909,"Block Group 2, Census Tract 214.01, Kent County, Rhode Island",225
"G44000300214013","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021401","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214013",,,"Block Group 3, Census Tract 214.01, Kent County, Rhode Island",1113,"Block Group 3, Census Tract 214.01, Kent County, Rhode Island",232
"G44000300214021","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021402","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214021",,,"Block Group 1, Census Tract 214.02, Kent County, Rhode Island",1832,"Block Group 1, Census Tract 214.02, Kent County, Rhode Island",248
"G44000300214022","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021402","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214022",,,"Block Group 2, Census Tract 214.02, Kent County, Rhode Island",664,"Block Group 2, Census Tract 214.02, Kent County, Rhode Island",136
"G44000300214023","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021402","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214023",,,"Block Group 3, Census Tract 214.02, Kent County, Rhode Island",1172,"Block Group 3, Census Tract 214.02, Kent County, Rhode Island",199
"G44000300215011","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021501","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215011",,,"Block Group 1, Census Tract 215.01, Kent County, Rhode Island",789,"Block Group 1, Census Tract 215.01, Kent County, Rhode Island",224
"G44000300215012","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021501","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215012",,,"Block Group 2, Census Tract 215.01, Kent County, Rhode Island",790,"Block Group 2, Census Tract 215.01, Kent County, Rhode Island",195
"G44000300215013","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021501","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215013",,,"Block Group 3, Census Tract 215.01, Kent County, Rhode Island",668,"Block Group 3, Census Tract 215.01, Kent County, Rhode Island",155
"G44000300215014","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021501","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215014",,,"Block Group 4, Census Tract 215.01, Kent County, Rhode Island",743,"Block Group 4, Census Tract 215.01, Kent County, Rhode Island",209
"G44000300215021","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021502","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215021",,,"Block Group 1, Census Tract 215.02, Kent County, Rhode Island",1008,"Block Group 1, Census Tract 215.02, Kent County, Rhode Island",246
"G44000300215022","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021502","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215022",,,"Block Group 2, Census Tract 215.02, Kent County, Rhode Island",871,"Block Group 2, Census Tract 215.02, Kent County, Rhode Island",213
"G44000300215023","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021502","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215023",,,"Block Group 3, Census Tract 215.02, Kent County, Rhode Island",1484,"Block Group 3, Census Tract 215.02, Kent County, Rhode Island",266
"G44000300215024","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021502","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215024",,,"Block Group 4, Census Tract 215.02, Kent County, Rhode Island",879,"Block Group 4, Census Tract 215.02, Kent County, Rhode Island",216
"G44000300216001","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030216001",,,"Block Group 1, Census Tract 216, Kent County, Rhode Island",843,"Block Group 1, Census Tract 216, Kent County, Rhode Island",128
"G44000300216002","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030216002",,,"Block Group 2, Census Tract 216, Kent County, Rhode Island",581,"Block Group 2, Census Tract 216, Kent County, Rhode Island",86
"G44000300217001","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030217001",,,"Block Group 1, Census Tract 217, Kent County, Rhode Island",1395,"Block Group 1, Census Tract 217, Kent County, Rhode Island",370
"G44000300217002","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030217002",,,"Block Group 2, Census Tract 217, Kent County, Rhode Island",692,"Block Group 2, Census Tract 217, Kent County, Rhode Island",309
"G44000300217003","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021700","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030217003",,,"Block Group 3, Census Tract 217, Kent County, Rhode Island",861,"Block Group 3, Census Tract 217, Kent County, Rhode Island",238
"G44000300217004","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021700","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030217004",,,"Block Group 4, Census Tract 217, Kent County, Rhode Island",758,"Block Group 4, Census Tract 217, Kent County, Rhode Island",203
"G44000300217005","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021700","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030217005",,,"Block Group 5, Census Tract 217, Kent County, Rhode Island",1016,"Block Group 5, Census Tract 217, Kent County, Rhode Island",325
"G44000300218001","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030218001",,,"Block Group 1, Census Tract 218, Kent County, Rhode Island",2325,"Block Group 1, Census Tract 218, Kent County, Rhode Island",287
"G44000300218002","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030218002",,,"Block Group 2, Census Tract 218, Kent County, Rhode Island",1851,"Block Group 2, Census Tract 218, Kent County, Rhode Island",268
"G44000300219011","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021901","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219011",,,"Block Group 1, Census Tract 219.01, Kent County, Rhode Island",688,"Block Group 1, Census Tract 219.01, Kent County, Rhode Island",160
"G44000300219012","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021901","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219012",,,"Block Group 2, Census Tract 219.01, Kent County, Rhode Island",1179,"Block Group 2, Census Tract 219.01, Kent County, Rhode Island",267
"G44000300219013","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021901","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219013",,,"Block Group 3, Census Tract 219.01, Kent County, Rhode Island",590,"Block Group 3, Census Tract 219.01, Kent County, Rhode Island",286
"G44000300219014","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021901","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219014",,,"Block Group 4, Census Tract 219.01, Kent County, Rhode Island",947,"Block Group 4, Census Tract 219.01, Kent County, Rhode Island",185
"G44000300219021","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021902","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219021",,,"Block Group 1, Census Tract 219.02, Kent County, Rhode Island",1027,"Block Group 1, Census Tract 219.02, Kent County, Rhode Island",207
"G44000300219022","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021902","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219022",,,"Block Group 2, Census Tract 219.02, Kent County, Rhode Island",870,"Block Group 2, Census Tract 219.02, Kent County, Rhode Island",191
"G44000300219023","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021902","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219023",,,"Block Group 3, Census Tract 219.02, Kent County, Rhode Island",688,"Block Group 3, Census Tract 219.02, Kent County, Rhode Island",164
"G44000300219031","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021903","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219031",,,"Block Group 1, Census Tract 219.03, Kent County, Rhode Island",1692,"Block Group 1, Census Tract 219.03, Kent County, Rhode Island",181
"G44000300219032","2011-2015","RI",,,"Rhode Island","44","Kent County","003",,,"021903","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219032",,,"Block Group 2, Census Tract 219.03, Kent County, Rhode Island",684,"Block Group 2, Census Tract 219.03, Kent County, Rhode Island",153
